3e-11,200,6,10,0:00:11,6.222280459038487
3e-11,200,6,10,0:00:11,5.357566773471064
3e-11,200,6,10,0:00:10,6.254627319741107
3e-11,200,6,10,0:00:10,4.338927356671553
3e-11,600,6,10,0:00:33,3.987069270660858
3e-11,600,6,10,0:00:32,4.169442570418789
3e-11,200,6,10,0:00:10,13.598972453447258
3e-11,200,6,10,0:00:10,5.215322671330292
3e-11,200,6,10,0:00:10,7.649766045775901
3e-11,200,6,10,0:00:10,42.70957006658704
3e-11,200,6,10,0:00:10,4.917110207937545
3e-11,200,6,10,0:00:11,3.786438062600228
3e-11,200,6,10,0:00:10,4.262380663387509
3e-11,200,6,10,0:00:11,4.031832912004258
3e-11,200,6,10,0:00:10,4.0539211794907795
3e-11,200,6,10,0:00:13,8.908704658701815
